dim_table,model,column,kind,calc_dax
z_FiscalCal,Demand Review,Fiscal Week End,source,
z_FiscalCal,Demand Review,Holiday Indicator,source,
z_FiscalCal,Demand Review,Holiday Name,source,
z_FiscalCal,Demand Review,Calendar Week Num,source,
z_FiscalCal,Demand Review,Calendar Month Num,source,
z_FiscalCal,Demand Review,Calendar Quarter Num,source,
z_FiscalCal,Demand Review,FH Desc,source,
z_FiscalCal,Demand Review,WeekdayWeekend,source,
z_FiscalCal,Demand Review,Fiscal Day Indicator,source,
z_FiscalCal,Demand Review,Fiscal Week Indicator,source,
z_FiscalCal,Demand Review,Fiscal Month Indicator,source,
z_FiscalCal,Demand Review,Fiscal Quarter Indicator,source,
z_FiscalCal,Demand Review,Fiscal Year Indicator,source,
z_FiscalCal,Demand Review,FW Indicator,calc,"CONCATENATE(""FW "",z_FiscalCal[Fiscal Week Indicator])"
z_FiscalCal,Demand Review,Rolling 12 Month Year,calc,"floor(divide(z_FiscalCal[Fiscal Month Indicator],12),1)"
z_FiscalCal,Demand Review,Rolling 12 Month Month Sort,calc,z_FiscalCal[Rolling 12 Month Month]
z_FiscalCal,Demand Review,Rolling 12 month Month Name,calc,"LOOKUPVALUE(z_FiscalCal[Fiscal Month Name],z_FiscalCal[Fiscal Month Indicator],z_FiscalCal[Rolling 12 Month Month Sort])"
z_FiscalCal,Demand Review,Rolling 12 Month Month,calc,z_FiscalCal[Fiscal Month Indicator] - (z_FiscalCal[Rolling 12 Month Year]*12)
z_FiscalCal,Demand Review,Rolling Quarter Num,calc,"switch(z_FiscalCal[Fiscal Month Indicator]-(12*z_FiscalCal[Rolling 12 Month Year]),0,1,1,1,2,1,3,2,4,2,5,2,6,3,7,3,8,3,9,4,10,4,11,4)"
z_FiscalCal,Demand Review,Rolling Quarter Name,calc,"LOOKUPVALUE(z_FiscalCal[Fiscal Month Name],z_FiscalCal[Fiscal Month Indicator],calculate(min(z_FiscalCal[Fiscal Month Indicator]),ALLEXCEPT(z_FiscalCal,z_FiscalCal[Rolling Quarter Num]),z_FiscalCal[Rolling 12 Month Year]=0)) & ""-"" & LOOKUPVALUE(z_FiscalCal[Fiscal Month Name],z_FiscalCal[Fiscal Month Indicator],calculate(max(z_FiscalCal[Fiscal Month Indicator]),ALLEXCEPT(z_FiscalCal,z_FiscalCal[Rolling Quarter Num]),z_FiscalCal[Rolling 12 Month Year]=0))"
z_FiscalCal,Demand Review,Rolling Quarter,calc,```
z_ProductDetails,Demand Review,Item SKU,source,
z_ProductDetails,Demand Review,Item Description,source,
z_ProductDetails,Demand Review,Colors,source,
z_ProductDetails,Demand Review,Series Number,source,
z_ProductDetails,Demand Review,Series Name,source,
z_ProductDetails,Demand Review,Series Color,source,
z_ProductDetails,Demand Review,Item Grouping,source,
z_ProductDetails,Demand Review,Item Class Code,source,
z_ProductDetails,Demand Review,Item Class Name,source,
z_ProductDetails,Demand Review,Collective Class Code,source,
z_ProductDetails,Demand Review,Collective Class,source,
z_ProductDetails,Demand Review,Responsible Office,source,
z_ProductDetails,Demand Review,Product Line,source,
z_ProductDetails,Demand Review,Retail Category Code,source,
z_ProductDetails,Demand Review,Retail Category Description,source,
z_ProductDetails,Demand Review,AFI Finance Division,source,
z_ProductDetails,Demand Review,AFI Sales Division Code,source,
z_ProductDetails,Demand Review,AFI Sales Division,source,
z_ProductDetails,Demand Review,AFI Sales Category Code,source,
z_ProductDetails,Demand Review,AFI Sales Category,source,
z_ProductDetails,Demand Review,FOB Price,source,
z_ProductDetails,Demand Review,Import/Domestic Code,source,
z_ProductDetails,Demand Review,Qty In Box,source,
z_ProductDetails,Demand Review,UOM,source,
z_ProductDetails,Demand Review,Main Piece Item,source,
z_ProductDetails,Demand Review,Primary Vendor,source,
z_ProductDetails,Demand Review,Primary Vendor Name,source,
z_ProductDetails,Demand Review,Item Style Code,source,
z_ProductDetails,Demand Review,Item Style Group,source,
z_ProductDetails,Demand Review,AFI Item Status,source,
z_ProductDetails,Demand Review,Manufacturing Status,source,
z_ProductDetails,Demand Review,Manufacturing Status Change Date,source,
z_ProductDetails,Demand Review,ItemForecastPlannerID,source,
z_ProductDetails,Demand Review,Cubes,source,
z_ProductDetails,Demand Review,Unit Price,source,
z_ProductDetails,Demand Review,Current Status,source,
z_ProductDetails,Demand Review,Future Status,source,
z_ProductDetails,Demand Review,ItemImage,source,
z_ProductDetails,Demand Review,Image URL,source,
z_ProductDetails,Demand Review,Sales Class Code,source,
z_ProductDetails,Demand Review,Sales Class Description,source,
z_ProductDetails,Demand Review,Marketing Item Status,source,
z_ProductDetails,Demand Review,Marketing Status Description,source,
z_ProductDetails,Demand Review,Discount Class Code,source,
z_ProductDetails,Demand Review,Discount Class Description,source,
z_ProductDetails,Demand Review,Commission Class Code,source,
z_ProductDetails,Demand Review,Commission Class Description,source,
z_ProductDetails,Demand Review,Freight Class Code,source,
z_ProductDetails,Demand Review,Freight Class Description,source,
z_ProductDetails,Demand Review,Country of Origin,source,
z_ProductDetails,Demand Review,CEX Code,source,
z_ProductDetails,Demand Review,Commodity Item,source,
z_ProductDetails,Demand Review,Market Introduced At,source,
z_ProductDetails,Demand Review,Market Begin Date,source,
z_ProductDetails,Demand Review,Market End Date,source,
z_ProductDetails,Demand Review,Initial Invoice Period,source,
z_ProductDetails,Demand Review,Initial Invoice Qty,source,
z_ProductDetails,Demand Review,Merchandising Category,source,
z_ProductDetails,Demand Review,Child Style Description,source,
z_ProductDetails,Demand Review,Parent Style Description,source,
z_ProductDetails,Demand Review,Price Point,source,
z_ProductDetails,Demand Review,Item Code,source,
z_ProductDetails,Demand Review,Series Desc,calc,"CONCATENATE(z_ProductDetails[Planning Series],CONCATENATE("" - "", z_ProductDetails[Series Name]))"
z_ProductDetails,Demand Review,ItemSKU Desc,calc,"CONCATENATE(z_ProductDetails[Item SKU],CONCATENATE("" - "",z_ProductDetails[Item Description]))"
z_ProductDetails,Demand Review,ItemSKU Description,source,
z_ProductDetails,Demand Review,Series Description,source,
z_ProductDetails,Demand Review,Ext Series Number,source,
z_ProductDetails,Demand Review,Ext Series Description,source,
z_ProductDetails,Demand Review,HSExclusiveFlag,source,
z_ProductDetails,Demand Review,ContainerVolume,source,
z_ProductDetails,Demand Review,Association Code,source,
z_ProductDetails,Demand Review,Default Group,source,
z_ProductDetails,Demand Review,Sellable Item Flag,source,
z_ProductDetails,Demand Review,ExpressShipFlag,source,
z_ProductDetails,Demand Review,F123 Product Flag,source,
z_ProductDetails,Demand Review,HS Core Product Flag,source,
z_ProductDetails,Demand Review,HS Proprietary Product Flag,source,
z_ProductDetails,Demand Review,HS Exclusive Flag,source,
z_ProductDetails,Demand Review,Berkline Product Flag,source,
z_ProductDetails,Demand Review,Benchcraft Product Flag,source,
z_ProductDetails,Demand Review,New Millennium Product Flag,source,
z_ProductDetails,Demand Review,Bardini Product Flag,source,
z_ProductDetails,Demand Review,Shanghai Store,source,
z_ProductDetails,Demand Review,Price Point Rating,source,
z_ProductDetails,Demand Review,Current SCP Manufacturing Status,source,
z_ProductDetails,Demand Review,General Description Code,source,
z_ProductDetails,Demand Review,General Description,source,
z_ProductDetails,Demand Review,Main Piece,source,
z_ProductDetails,Demand Review,Stocked Items,calc,"IF(CALCULATE(SUM(SupplyPlanDetail[SI]))<>0,1,0)"
z_ProductDetails,Demand Review,ConsumerChoiceFlag,source,
z_ProductDetails,Demand Review,Planning Series,source,
z_ProductDetails,Demand Review,Hold Buy Code,source,
z_ProductDetails,Demand Review,Kit Flag,calc,"IF(AND(LEFT(z_ProductDetails[Item SKU],1)=""M"",RIGHT(z_ProductDetails[Item SKU],2)=""UN""),""Bedding Kit"",IF(RIGHT(z_ProductDetails[Item SKU],2)=""UN"",""UPH Kit"",IF(RIGHT(z_ProductDetails[Item SKU],2)=""SW"",""Swatch"",IF(RIGHT(z_ProductDetails[Item SKU],5)=""HIDES"",""HIDES"",IF(RIGHT(z_ProductDetails[Item SKU],5)=""VINYL"",""VINYL"","""")))))"
z_ProductDetails,Demand Review,Secondary Planner,source,
z_ProductDetails,Demand Review,Status,calc,"CONCATENATE(z_ProductDetails[Current Status],z_ProductDetails[Future Status])"
z_ProductDetails,Demand Review,Showroom,source,
z_ProductDetails,Demand Review,z_ItemFilter,calc,ISNUMBER([Act+Fcst Qty])
z_ProductDetails,Demand Review,Category Analyst Filter,calc,"CALCULATE(DISTINCT('Default_Planner'[Category Analyst]),USERELATIONSHIP('Default_Planner'[CollectiveClass],z_ProductDetails[Collective Class]))"
z_ProductDetails,Demand Review,Initial Invoice Month,calc,"IFERROR(date(CONVERT(right(z_ProductDetails[Initial Invoice Period],4),INTEGER),CONVERT(left(z_ProductDetails[Initial Invoice Period],2),INTEGER),15),DATE(1900,01,01))"
z_ProductDetails,Demand Review,Invoicing Months,calc,"abs(DATEDIFF(max('FC by Customer Group (in progress of discontinuing)'[SnapshotDate]),SWITCH(z_ProductDetails[Initial Invoice Month],date(1900,1,1),max('FC by Customer Group (in progress of discontinuing)'[SnapshotDate]),z_ProductDetails[Initial Invoice Month]),MONTH))"
z_ProductDetails,Demand Review,Life Cycle Status,calc,```
z_ProductDetails,Demand Review,Arcadia FOB,calc,[FOB Price]
z_ProductDetails,Demand Review,Stat,calc,"z_ProductDetails[Current Status]&"":""&z_ProductDetails[Future Status]"
z_ProductDetails,Demand Review,Series + Name,calc,"z_ProductDetails[Planning Series] & ""-""&z_ProductDetails[Series Name]"
z_ProductDetails,Demand Review,Abs Item PoP,calc,CALCULATE(abs([Baseline Plan Change]))
z_ProductDetails,Demand Review,Abs Item PoP %,calc,abs([Baseline Plan Change %])
z_ProductDetails,Demand Review,Seas Adj 3M Item Growth,calc,CALCULATE([Seas 3M Fc vs Act])
z_ProductDetails,Demand Review,Market + Life Cycle,calc,"SWITCH(z_ProductDetails[Market Introduced At],""Qtr 4 2025"",""2025_Q4"",""Qtr 1 2026"",""2026_Q1"",""Qtr 2 2026"",""2026_Q2"",z_ProductDetails[Life Cycle Status])"
z_ProductDetails,Demand Review,Avg Sales Price,calc,"switch(sum(OrdHist[Order Amount]),0,z_ProductDetails[Arcadia FOB], CALCULate(divide(sum(OrdHist[Order Amount]),sum(OrdHist[Order Quantity])),z_FiscalCal[Fiscal Month Indicator]>=-3,z_FiscalCal[Fiscal Month Indicator]<0) )"
z_ProductDetails,Demand Review,Arcadia FOB adj,calc,"SWITCH(true(),z_ProductDetails[Arcadia FOB]>0,z_ProductDetails[Arcadia FOB],z_ProductDetails[Avg Sales Price])"
z_ProductDetails,Demand Review,_budget_categories,calc,"switch(true(),and(z_ProductDetails[Collective Class] = ""Occasional Tables"",or(z_ProductDetails[AFI Sales Division]=""Motion"",z_ProductDetails[AFI Sales Division] =""Signature Motion"")),""Motion Occasional"",and(z_ProductDetails[Collective Class] = ""Occasional Tables"",or(z_ProductDetails[AFI Sales Division]=""Stationary"",z_ProductDetails[AFI Sales Division] =""Signature Stationary"")),""Stationary Occasional"",and(right(z_ProductDetails[Collective Class],3) = ""RTA"",or(z_ProductDetails[AFI Sales Division]=""Motion"",z_ProductDetails[AFI Sales Division] =""Signature Motion"")),""Motion RTA"",and(right(z_ProductDetails[Collective Class],3) = ""RTA"",z_ProductDetails[AFI Sales Division] =""Signature Accessory""),""Rta & Ashton York"",z_ProductDetails[Collective Class] = ""Ashton York"",""Rta & Ashton York"",z_ProductDetails[Collective Class] = ""Metal Beds"",""BEDROOM"",z_ProductDetails[Collective Class])"
z_VendorMaster,Demand Review,VendorNumber,source,
z_VendorMaster,Demand Review,VendorName,source,
z_VendorMaster,Demand Review,Office,source,
z_VendorMaster,Demand Review,VendorDesc,source,
z_VendorMaster,Demand Review,Country,source,
z_VendorMaster,Demand Review,LeadTime,source,
z_VendorMaster,Demand Review,AFILeadTime,source,
z_VendorMaster,Demand Review,WVFLeadTime,source,
z_VendorMaster,Demand Review,VendorOfficeLocation,source,
z_VendorMaster,Demand Review,VendorActive,source,
z_VendorMaster,Demand Review,Vendor Import Domestic Flag,source,
z_WarehouseMaster,Demand Review,Warehouse Location,source,
z_WarehouseMaster,Demand Review,Warehouse Name,source,
z_WarehouseMaster,Demand Review,Warehouse Order Group,source,
z_WarehouseMaster,Demand Review,Intransit Warehouse,source,
z_WarehouseMaster,Demand Review,Container Direct Warehouse,source,
z_WarehouseMaster,Demand Review,Controlled Warehouse,source,
z_WarehouseMaster,Demand Review,AFIWarehousesKey,source,
z_WarehouseMaster,Demand Review,Warehouse,source,
z_WarehouseMaster,Demand Review,Warehouse Group,source,
z_WarehouseMaster,Demand Review,Site ID,source,
z_WarehouseMaster,Demand Review,Sort By,source,
BLANK PROD,DvC  - WanekMillenium,Item #,source,
BLANK PROD,DvC  - WanekMillenium,Class RM,source,
BLANK PROD,DvC  - WanekMillenium,Type,source,
BLANK PROD,DvC  - WanekMillenium,Item_Status,source,
BLANK PROD,DvC  - WanekMillenium,Future_status,source,
BLANK PROD,DvC  - WanekMillenium,HB,source,
BLANK PROD,DvC  - WanekMillenium,Corrected Prod,source,
BLANK PROD,DvC  - WanekMillenium,PROD,source,
BLANK PROD,DvC  - WanekMillenium,Vendor,source,
BLANK PROD,DvC  - WanekMillenium,Item-Vendor,calc,"[Item #] & ""-"" & [Vendor]"
Capacity Actual,DvC  - WanekMillenium,Production Resource,source,
Capacity Actual,DvC  - WanekMillenium,Number,source,
Capacity Actual,DvC  - WanekMillenium,Office,source,
Capacity Actual,DvC  - WanekMillenium,GSCA,source,
Capacity Actual,DvC  - WanekMillenium,GSCP,source,
Capacity Actual,DvC  - WanekMillenium,Date Updated,source,
Capacity Actual,DvC  - WanekMillenium,GSCP/GSCA Note,source,
Capacity Actual,DvC  - WanekMillenium,GSCA Approval,source,
Capacity Actual,DvC  - WanekMillenium,Attribute,source,
Capacity Actual,DvC  - WanekMillenium,Override Cap,source,
Capacity Actual,DvC  - WanekMillenium,ReKey,calc,'Capacity Actual'[Production Resource] & 'Capacity Actual'[Attribute]
Capacity Promise,DvC  - WanekMillenium,Production Resource,source,
Capacity Promise,DvC  - WanekMillenium,Number,source,
Capacity Promise,DvC  - WanekMillenium,Office,source,
Capacity Promise,DvC  - WanekMillenium,GSCA,source,
Capacity Promise,DvC  - WanekMillenium,GSCP,source,
Capacity Promise,DvC  - WanekMillenium,ACT,source,
Capacity Promise,DvC  - WanekMillenium,Date Updated,source,
Capacity Promise,DvC  - WanekMillenium,GSCP/GSCA Note,source,
Capacity Promise,DvC  - WanekMillenium,GSCA Approval,source,
Capacity Promise,DvC  - WanekMillenium,Attribute,source,
Capacity Promise,DvC  - WanekMillenium,Value,source,
Capacity Promise,DvC  - WanekMillenium,ReKey,calc,'Capacity Promise'[Production Resource] & 'Capacity Promise'[Attribute]
Current Product Detail,DvC  - WanekMillenium,Item SKU,source,
Current Product Detail,DvC  - WanekMillenium,Item Description,source,
Current Product Detail,DvC  - WanekMillenium,Item Class Code,source,
Current Product Detail,DvC  - WanekMillenium,Product Line,source,
Current Product Detail,DvC  - WanekMillenium,Collective Class,source,
Current Product Detail,DvC  - WanekMillenium,Sellable Item Flag,source,
Latest Update,DvC  - WanekMillenium,tpkServerName,source,
Latest Update,DvC  - WanekMillenium,tpkDatabaseName,source,
Latest Update,DvC  - WanekMillenium,tpkSchemaName,source,
Latest Update,DvC  - WanekMillenium,tpkTableName,source,
Latest Update,DvC  - WanekMillenium,tpkObjectType,source,
Latest Update,DvC  - WanekMillenium,tpkPrimaryKey,source,
Latest Update,DvC  - WanekMillenium,tpkAlternateKey,source,
Latest Update,DvC  - WanekMillenium,tpkStorageType,source,
Latest Update,DvC  - WanekMillenium,tpkRowSToreClusteredKey,source,
Latest Update,DvC  - WanekMillenium,tpkAdditionalIndexes,source,
Latest Update,DvC  - WanekMillenium,tpkDistributionKey,source,
Latest Update,DvC  - WanekMillenium,tpkIndexType,source,
Latest Update,DvC  - WanekMillenium,tpkSourceSystem,source,
Latest Update,DvC  - WanekMillenium,tpkSourceServer,source,
Latest Update,DvC  - WanekMillenium,tpkSourceDatabase,source,
Latest Update,DvC  - WanekMillenium,tpkSourceObject,source,
Latest Update,DvC  - WanekMillenium,tpkSourceObjectAlias,source,
Latest Update,DvC  - WanekMillenium,tpkSourcePlatform,source,
Latest Update,DvC  - WanekMillenium,tpkReplicatedSource,source,
Latest Update,DvC  - WanekMillenium,tpkETLTool,source,
Latest Update,DvC  - WanekMillenium,tpkPackageName,source,
Latest Update,DvC  - WanekMillenium,tpkTFSPath,source,
Latest Update,DvC  - WanekMillenium,tpkJobName,source,
Latest Update,DvC  - WanekMillenium,tpkJobServer,source,
Latest Update,DvC  - WanekMillenium,tpkRefreshRate,source,
Latest Update,DvC  - WanekMillenium,tpkRefreshDescription,source,
Latest Update,DvC  - WanekMillenium,tpkUpdateMethod,source,
Latest Update,DvC  - WanekMillenium,tpkExtractQuery,source,
Latest Update,DvC  - WanekMillenium,tpkUpdateQuery,source,
Latest Update,DvC  - WanekMillenium,tpkAdditionaNotes,source,
Latest Update,DvC  - WanekMillenium,tpkInvalidCount,source,
Latest Update,DvC  - WanekMillenium,tpkRowCount,source,
Latest Update,DvC  - WanekMillenium,tpkCreateDate,source,
Latest Update,DvC  - WanekMillenium,tpkModified,source,
Latest Update,DvC  - WanekMillenium,tpkCreatedBy,source,
Latest Update,DvC  - WanekMillenium,tpkModifiedBy,source,
Latest Update,DvC  - WanekMillenium,tpkLastAudit,source,
Latest Update,DvC  - WanekMillenium,tpkErrorMsg,source,
Latest Update,DvC  - WanekMillenium,tpkCreatedDate,source,
Latest Update,DvC  - WanekMillenium,tpkCreated,source,
Latest Update,DvC  - WanekMillenium,tpkSourceObjectType,source,
Latest Update,DvC  - WanekMillenium,tpkPartitionKey,source,
Latest Update,DvC  - WanekMillenium,tpkColumnStatsCount,source,
Latest Update,DvC  - WanekMillenium,tpkColumnCount,source,
Latest Update,DvC  - WanekMillenium,tpkColumnStatsLastUpdated,source,
Latest Update,DvC  - WanekMillenium,tpkDeletedRows,source,
Latest Update,DvC  - WanekMillenium,tpkDataLake,source,
Latest Update,DvC  - WanekMillenium,tpkDataLakeFolder,source,
Latest Update,DvC  - WanekMillenium,tpkDataLakeFolderArchive,source,
Latest Update,DvC  - WanekMillenium,tpkReplicatedSourceExpiryHours,source,
Latest Update,DvC  - WanekMillenium,tpkReplicatedSourceArchiveExpiryHours,source,
Latest Update,DvC  - WanekMillenium,tpkStageDataLakeFolder,source,
Latest Update,DvC  - WanekMillenium,tpkLastBatchStartDate,source,
Latest Update,DvC  - WanekMillenium,tpkLibraryList,source,
Latest Update,DvC  - WanekMillenium,tpkDateKey,source,
Latest Update,DvC  - WanekMillenium,tpkDateRangeDays,source,
Latest Update,DvC  - WanekMillenium,tpkOperationKey,source,
Latest Update,DvC  - WanekMillenium,tpkPII,source,
Latest Update,DvC  - WanekMillenium,tpkValidKeyValues,source,
Latest Update,DvC  - WanekMillenium,tpkselectcolumn,source,
Latest Update,DvC  - WanekMillenium,tpkDataBricksClusterVersion,source,
Latest Update,DvC  - WanekMillenium,tpkDataBricksNodeType,source,
Latest Update,DvC  - WanekMillenium,tpkDataBricksClusterRange,source,
Production Resource Master,DvC  - WanekMillenium,ItemID,source,
Production Resource Master,DvC  - WanekMillenium,EndEffectiveDate,source,
Production Resource Master,DvC  - WanekMillenium,SnapshotDate,source,
Production Resource Master,DvC  - WanekMillenium,Key,calc,"'Production Resource Master'[ItemID] & ""-""&'Production Resource Master'[LocationID]"
Production Resource Master,DvC  - WanekMillenium,Item-Location Key,source,
Production Resource Master,DvC  - WanekMillenium,Row Count by Key,source,
Production Resource Master,DvC  - WanekMillenium,Sequence Number,source,
Production Resource Master,DvC  - WanekMillenium,LocationID,source,
Production Resource Master,DvC  - WanekMillenium,ProdResourceID,source,
Production Resource Master,DvC  - WanekMillenium,Correct ProdResourceID,source,
SISS Timeline,DvC  - WanekMillenium,SPDItem,source,
SISS Timeline,DvC  - WanekMillenium,spdWarehouse,source,
SISS Timeline,DvC  - WanekMillenium,spdWeekEnding,source,
SISS Timeline,DvC  - WanekMillenium,spdShippableInventory,source,
SISS Timeline,DvC  - WanekMillenium,spdSafetyStock,source,
SISS Timeline,DvC  - WanekMillenium,PSW Key,calc,"'SISS Timeline'[SPDItem] & "" "" & 'SISS Timeline'[spdWarehouse]"
_Measures,Forecast Accuracy (Cust_ItWh),z_Measures,source,
Group By 1,Forecast Accuracy (Cust_ItWh),Group By 1,source,
Group By 1,Forecast Accuracy (Cust_ItWh),Group By 1 Fields,source,
Group By 1,Forecast Accuracy (Cust_ItWh),Group By 1 Order,source,
Group By 2,Forecast Accuracy (Cust_ItWh),Group By 2,source,
Group By 2,Forecast Accuracy (Cust_ItWh),Group By 2 Fields,source,
Group By 2,Forecast Accuracy (Cust_ItWh),Group By 2 Order,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),Id,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),CollectiveClass,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),LifeCyclePlannerId,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),CustomerGroup,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),ForecastAnalyst0Id,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),CategoryAnalystId,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),CustDemandPlannerId,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),Modified,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),CustGrp-CC,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),Life Cycle Planner,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),FC Analyst,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),Category Analyst,source,
PlannerAssignment,Forecast Accuracy (Cust_ItWh),Cust Demand Planner,source,
Users,Forecast Accuracy (Cust_ItWh),UserName,source,
Users,Forecast Accuracy (Cust_ItWh),Id,source,
Users,Forecast Accuracy (Cust_ItWh),PlannerName,source,
z_CustomerMaster_AFI,Forecast Accuracy (Cust_ItWh),Customer Group,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Transaction Date,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Year,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Calendar Year,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Integer Date,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Mapics Date,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Day of Week,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Week Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),FW Desc,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Year Week Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Month Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),FM Desc,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Month Name,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Year Month Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Month Year Desc,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Month (calendar start),source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Quarter Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),FQ Desc,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Year Half Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Half Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),FH Desc,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),FY Desc,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Week Start,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Week End,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Month Start,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Month End,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Year Start,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Year End,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Holiday Indicator,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Holiday Name,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),WeekdayWeekend,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Calendar Week Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Calendar Month Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Calendar Quarter Num,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Day Indicator,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Week Indicator,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Month Indicator,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Quarter Indicator,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),Fiscal Year Indicator,source,
z_FiscalCal,Forecast Accuracy (Cust_ItWh),z_MonthFilter,calc,ISNUMBER([Total Forecast])
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Item SKU,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Item Description,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Colors,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Series Number,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Series Name,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Series Color,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Item Grouping,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Item Class Code,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Item Class Name,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Collective Class Code,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Collective Class,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Responsible Office,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Product Line,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Retail Category Code,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Retail Category Description,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),AFI Finance Division,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),AFI Sales Division Code,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),AFI Sales Division,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),AFI Sales Category Code,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),AFI Sales Category,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),FOB Price,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Import/Domestic Code,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Qty In Box,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),UOM,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Main Piece Item,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Primary Vendor,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Primary Vendor Name,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Item Style Code,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Item Style Group,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),AFI Item Status,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Manufacturing Status,source,
z_ProductDetails,Forecast Accuracy (Cust_ItWh),Manufacturing Status Change Date,source,
